order_id,customer_name,product_category,sub_category,mart_city,order_date,mart_region,sales,discounts,profits,mart_state
OD5365,Krithika,Bakery,Cakes,Namakkal,2018-10-30,East,1406.000,0.160,323.380,Tamil Nadu
OD5366,Anu,Beverages,Health Drinks,Madurai,2016-05-08,East,2138.000,0.250,192.420,Tamil Nadu
OD5367,Shah,Food Grains,Rice,Kanyakumari,2015-07-14,East,592.000,0.320,124.320,Tamil Nadu
OD5368,Amrish,Beverages,Health Drinks,Tirunelveli,2015-05-18,East,1370.000,0.110,109.600,Tamil Nadu
OD5369,Sundar,Food Grains,Atta & Flour,Trichy,2018-09-10,East,1932.000,0.230,309.120,Tamil Nadu
OD5370,Sabeela,Beverages,Soft Drinks,Salem,2018-09-08,East,1528.000,0.280,106.960,Tamil Nadu
OD5371,Sabeela,Beverages,Health Drinks,Virudhunagar,2015-07-14,East,849.000,0.190,212.250,Tamil Nadu
OD5372,James,"Eggs, Meat & Fish",Eggs,Tenkasi,2018-10-21,East,976.000,0.330,175.680,Tamil Nadu
OD5373,Roshan,Oil & Masala,Spices,Madurai,2016-02-14,East,1776.000,0.140,799.200,Tamil Nadu
OD5374,Vinne,Oil & Masala,Masalas,Salem,2015-06-22,East,1465.000,0.140,424.850,Tamil Nadu
OD5375,Arvind,Fruits & Veggies,Fresh Fruits,Dindigul,2017-05-23,East,790.000,0.260,260.700,Tamil Nadu
OD5376,Hussain,"Eggs, Meat & Fish",Chicken,Nagercoil,2017-11-26,East,820.000,0.220,213.200,Tamil Nadu
OD5377,Peer,Food Grains,Atta & Flour,Coimbatore,2018-03-10,East,775.000,0.200,124.000,Tamil Nadu
OD5378,Kumar,Snacks,Cookies,Salem,2017-04-05,East,2151.000,0.310,795.870,Tamil Nadu
OD5379,Willams,Snacks,Chocolates,Madurai,2018-06-26,East,1446.000,0.350,506.100,Tamil Nadu
OD5380,Suresh,Food Grains,Dals & Pulses,Chennai,2017-05-23,East,1245.000,0.300,410.850,Tamil Nadu
OD5381,Sudeep,"Eggs, Meat & Fish",Mutton,Chennai,2015-12-09,East,1045.000,0.290,459.800,Tamil Nadu
OD5382,James,Snacks,Chocolates,Salem,2017-03-29,East,1850.000,0.210,573.500,Tamil Nadu
OD5383,Hussain,Beverages,Health Drinks,Coimbatore,2015-11-24,East,745.000,0.250,126.650,Tamil Nadu
OD5384,Jonas,Beverages,Health Drinks,Tirunelveli,2017-03-08,East,861.000,0.220,370.230,Tamil Nadu
OD5385,Shah,Oil & Masala,Masalas,Viluppuram,2018-07-31,East,1629.000,0.320,700.470,Tamil Nadu
OD5386,Sharon,Snacks,Cookies,Krishnagiri,2016-11-30,East,1124.000,0.350,292.240,Tamil Nadu
OD5387,Krithika,Bakery,Cakes,Ramanadhapuram,2018-07-18,East,1083.000,0.230,465.690,Tamil Nadu
OD5388,Willams,Fruits & Veggies,Organic Fruits,Tenkasi,2018-11-07,East,1010.000,0.350,141.400,Tamil Nadu
OD5389,Veronica,Beverages,Soft Drinks,Perambalur,2016-11-21,East,1556.000,0.270,700.200,Tamil Nadu
OD5390,Ganesh,Fruits & Veggies,Fresh Vegetables,Madurai,2018-10-26,East,689.000,0.270,248.040,Tamil Nadu
OD5391,Amrish,Fruits & Veggies,Fresh Vegetables,Dindigul,2015-11-02,East,1845.000,0.110,811.800,Tamil Nadu
OD5392,James,"Eggs, Meat & Fish",Chicken,Chennai,2015-11-18,East,1188.000,0.350,95.040,Tamil Nadu
OD5393,Akash,Oil & Masala,Spices,Pudukottai,2015-11-02,East,1682.000,0.210,655.980,Tamil Nadu
OD5394,Willams,Oil & Masala,Spices,Karur,2018-11-26,East,1652.000,0.300,297.360,Tamil Nadu
OD5395,Muneer,Fruits & Veggies,Fresh Fruits,Ramanadhapuram,2017-10-21,East,2062.000,0.250,350.540,Tamil Nadu
OD5396,Shah,Snacks,Chocolates,Viluppuram,2018-07-14,East,1133.000,0.100,124.630,Tamil Nadu
OD5397,Krithika,Snacks,Noodles,Theni,2018-06-26,East,1719.000,0.270,601.650,Tamil Nadu
OD5398,Alan,"Eggs, Meat & Fish",Eggs,Chennai,2015-06-21,East,1944.000,0.190,855.360,Tamil Nadu
OD5399,Amrish,Fruits & Veggies,Fresh Fruits,Bodi,2017-11-25,East,538.000,0.350,32.280,Tamil Nadu
OD5400,Ridhesh,Beverages,Soft Drinks,Madurai,2017-11-21,East,1103.000,0.130,297.810,Tamil Nadu
OD5401,Malik,Snacks,Cookies,Ramanadhapuram,2016-02-20,South,2374.000,0.130,783.420,Tamil Nadu
OD5402,Sundar,Oil & Masala,Spices,Ooty,2015-05-22,South,1798.000,0.190,179.800,Tamil Nadu
OD5403,Harish,Oil & Masala,Spices,Perambalur,2017-06-26,South,785.000,0.110,164.850,Tamil Nadu
OD5404,Ram,Beverages,Health Drinks,Kanyakumari,2017-12-25,South,1411.000,0.260,606.730,Tamil Nadu
OD5405,Ridhesh,Bakery,Biscuits,Krishnagiri,2018-08-31,South,1253.000,0.320,87.710,Tamil Nadu
OD5406,Sharon,Bakery,Cakes,Salem,2018-05-26,South,1885.000,0.260,320.450,Tamil Nadu
OD5407,Willams,"Eggs, Meat & Fish",Mutton,Coimbatore,2015-05-22,South,983.000,0.310,275.240,Tamil Nadu
OD5408,Sabeela,Beverages,Health Drinks,Namakkal,2017-09-29,South,1298.000,0.180,129.800,Tamil Nadu
OD5409,Verma,Bakery,Biscuits,Cumbum,2017-12-20,South,1448.000,0.220,217.200,Tamil Nadu
OD5410,Alan,Bakery,Breads & Buns,Karur,2015-02-11,South,1774.000,0.170,319.320,Tamil Nadu
OD5411,Peer,Oil & Masala,Masalas,Namakkal,2018-12-24,South,1013.000,0.250,425.460,Tamil Nadu
OD5412,Amrish,"Eggs, Meat & Fish",Mutton,Madurai,2015-09-08,South,1196.000,0.160,502.320,Tamil Nadu
OD5413,Sudha,Bakery,Biscuits,Kanyakumari,2016-09-15,South,1854.000,0.240,352.260,Tamil Nadu
OD5414,Anu,"Eggs, Meat & Fish",Chicken,Coimbatore,2018-05-19,South,2412.000,0.170,1061.280,Tamil Nadu
OD5415,Haseena,Bakery,Biscuits,Virudhunagar,2018-07-03,South,1941.000,0.120,737.580,Tamil Nadu
OD5416,Malik,Bakery,Breads & Buns,Vellore,2015-06-02,South,2114.000,0.230,274.820,Tamil Nadu
OD5417,Suresh,Food Grains,Rice,Vellore,2016-08-24,South,1719.000,0.250,154.710,Tamil Nadu
OD5418,Sudeep,Snacks,Chocolates,Theni,2016-07-27,South,1631.000,0.290,472.990,Tamil Nadu
OD5419,Mathew,"Eggs, Meat & Fish",Eggs,Vellore,2015-05-31,South,2075.000,0.260,415.000,Tamil Nadu
OD5420,Vince,Fruits & Veggies,Organic Vegetables,Bodi,2015-05-31,South,1597.000,0.310,702.680,Tamil Nadu
OD5421,Ridhesh,Beverages,Health Drinks,Ramanadhapuram,2016-09-21,South,829.000,0.240,124.350,Tamil Nadu
OD5422,Rumaiza,Bakery,Cakes,Karur,2016-06-18,South,1546.000,0.130,680.240,Tamil Nadu
OD5423,Ramesh,Beverages,Soft Drinks,Madurai,2018-05-19,South,1490.000,0.180,387.400,Tamil Nadu
OD5424,Ramesh,Snacks,Noodles,Krishnagiri,2016-08-24,South,1875.000,0.160,375.000,Tamil Nadu
OD5425,Jackson,"Eggs, Meat & Fish",Chicken,Coimbatore,2018-12-07,South,2454.000,0.180,1006.140,Tamil Nadu
OD5426,Surya,Snacks,Cookies,Cumbum,2015-06-27,South,2295.000,0.220,665.550,Tamil Nadu
OD5427,Jonas,"Eggs, Meat & Fish",Fish,Cumbum,2017-09-17,South,1139.000,0.110,102.510,Tamil Nadu
OD5428,Yusuf,"Eggs, Meat & Fish",Eggs,Salem,2017-04-18,South,1281.000,0.290,384.300,Tamil Nadu
OD5429,Veronica,"Eggs, Meat & Fish",Mutton,Coimbatore,2018-06-20,South,955.000,0.240,343.800,Tamil Nadu
OD5430,Muneer,Beverages,Health Drinks,Nagercoil,2018-07-21,South,1707.000,0.300,682.800,Tamil Nadu
OD5431,Vinne,Fruits & Veggies,Organic Vegetables,Viluppuram,2017-12-12,South,2014.000,0.350,422.940,Tamil Nadu
OD5432,Yusuf,Bakery,Biscuits,Cumbum,2017-09-19,South,677.000,0.250,54.160,Tamil Nadu
OD5433,Sudha,Fruits & Veggies,Fresh Fruits,Kanyakumari,2016-09-04,South,671.000,0.200,87.230,Tamil Nadu
OD5434,Aditi,Bakery,Cakes,Virudhunagar,2016-04-21,South,2153.000,0.110,882.730,Tamil Nadu
OD5435,Yadav,Fruits & Veggies,Fresh Fruits,Perambalur,2016-09-21,South,2064.000,0.160,288.960,Tamil Nadu
OD5436,Aditi,Snacks,Noodles,Krishnagiri,2016-12-10,South,625.000,0.250,168.750,Tamil Nadu
OD5437,Rumaiza,Beverages,Soft Drinks,Dindigul,2016-06-11,South,765.000,0.240,160.650,Tamil Nadu
OD5438,Anu,"Eggs, Meat & Fish",Mutton,Dharmapuri,2016-08-24,South,1490.000,0.270,238.400,Tamil Nadu
OD5439,Hussain,Beverages,Soft Drinks,Namakkal,2015-01-20,South,1393.000,0.300,431.830,Tamil Nadu
OD5440,Jonas,"Eggs, Meat & Fish",Eggs,Nagercoil,2015-06-01,South,2318.000,0.290,324.520,Tamil Nadu
OD5441,Adavan,Fruits & Veggies,Fresh Fruits,Tirunelveli,2015-04-02,South,1826.000,0.270,693.880,Tamil Nadu
OD5442,Suresh,Food Grains,Atta & Flour,Vellore,2018-01-26,South,1328.000,0.140,252.320,Tamil Nadu
OD5443,Ganesh,Snacks,Cookies,Kanyakumari,2018-11-13,South,2142.000,0.150,599.760,Tamil Nadu
OD5444,Roshan,Food Grains,Rice,Trichy,2017-09-11,South,1639.000,0.240,442.530,Tamil Nadu
OD5445,Mathew,Food Grains,Atta & Flour,Theni,2016-08-23,South,1867.000,0.260,578.770,Tamil Nadu
OD5446,Malik,Bakery,Breads & Buns,Ooty,2016-09-27,South,594.000,0.120,255.420,Tamil Nadu
OD5447,Rumaiza,Beverages,Soft Drinks,Tirunelveli,2018-06-03,South,711.000,0.140,63.990,Tamil Nadu
OD5448,Vidya,Beverages,Health Drinks,Kanyakumari,2017-10-14,South,1279.000,0.100,473.230,Tamil Nadu
OD5449,Arutra,Food Grains,Atta & Flour,Perambalur,2017-11-27,South,2384.000,0.160,381.440,Tamil Nadu
OD5450,Komal,Fruits & Veggies,Organic Fruits,Salem,2018-06-03,South,1609.000,0.200,353.980,Tamil Nadu
OD5451,Verma,Beverages,Health Drinks,Perambalur,2018-07-03,South,2237.000,0.340,492.140,Tamil Nadu
OD5452,Sudha,Snacks,Cookies,Nagercoil,2015-09-17,South,743.000,0.350,245.190,Tamil Nadu
OD5453,Sheeba,Snacks,Noodles,Krishnagiri,2018-12-22,South,1096.000,0.150,438.400,Tamil Nadu
OD5454,Yusuf,Snacks,Noodles,Dindigul,2018-08-13,South,1827.000,0.290,383.670,Tamil Nadu
OD5455,Ravi,Food Grains,Organic Staples,Ooty,2018-11-03,South,2005.000,0.140,761.900,Tamil Nadu
OD5456,Ganesh,"Eggs, Meat & Fish",Mutton,Tirunelveli,2018-04-28,South,1309.000,0.140,562.870,Tamil Nadu
OD5457,Ravi,Snacks,Cookies,Dindigul,2016-06-12,South,1289.000,0.190,206.240,Tamil Nadu
OD5458,Ravi,Beverages,Health Drinks,Viluppuram,2017-12-08,South,1291.000,0.350,516.400,Tamil Nadu
OD5459,Sudeep,Beverages,Soft Drinks,Dharmapuri,2016-12-03,South,2137.000,0.170,384.660,Tamil Nadu
OD5460,Sudha,Beverages,Health Drinks,Coimbatore,2017-01-08,South,754.000,0.200,67.860,Tamil Nadu
OD5461,Amrish,"Eggs, Meat & Fish",Fish,Coimbatore,2018-01-14,South,517.000,0.190,25.850,Tamil Nadu
OD5462,Kumar,"Eggs, Meat & Fish",Fish,Tirunelveli,2016-09-17,South,2129.000,0.280,638.700,Tamil Nadu
OD5463,Jonas,Oil & Masala,Edible Oil & Ghee,Theni,2018-11-30,South,1642.000,0.250,213.460,Tamil Nadu
OD5464,Sabeela,Snacks,Noodles,Chennai,2017-09-02,South,2235.000,0.300,402.300,Tamil Nadu
OD5465,Mathew,Beverages,Health Drinks,Karur,2017-12-08,South,1722.000,0.310,154.980,Tamil Nadu
OD5466,Peer,Food Grains,Atta & Flour,Viluppuram,2017-12-08,South,1918.000,0.350,326.060,Tamil Nadu
OD5467,Shree,Snacks,Noodles,Cumbum,2018-11-04,South,619.000,0.220,259.980,Tamil Nadu
OD5468,Willams,Food Grains,Dals & Pulses,Namakkal,2016-06-21,South,1769.000,0.240,778.360,Tamil Nadu
OD5469,Amy,Snacks,Noodles,Bodi,2018-10-23,South,2453.000,0.280,883.080,Tamil Nadu
OD5470,Alan,"Eggs, Meat & Fish",Eggs,Ramanadhapuram,2016-11-30,South,986.000,0.330,285.940,Tamil Nadu
OD5471,Vinne,Snacks,Chocolates,Coimbatore,2015-04-25,South,1553.000,0.260,543.550,Tamil Nadu
OD5472,Verma,Beverages,Health Drinks,Cumbum,2017-12-09,South,1849.000,0.160,462.250,Tamil Nadu
OD5473,Ridhesh,Bakery,Biscuits,Salem,2017-09-08,South,2386.000,0.220,429.480,Tamil Nadu
OD5474,Adavan,Food Grains,Dals & Pulses,Viluppuram,2018-09-05,South,1764.000,0.330,546.840,Tamil Nadu
OD5475,Ravi,Food Grains,Organic Staples,Ramanadhapuram,2017-04-16,South,1913.000,0.120,153.040,Tamil Nadu
OD5476,Aditi,Food Grains,Atta & Flour,Virudhunagar,2015-12-01,South,2306.000,0.250,392.020,Tamil Nadu
OD5477,Anu,"Eggs, Meat & Fish",Eggs,Nagercoil,2016-11-13,South,1939.000,0.210,814.380,Tamil Nadu
OD5478,Harish,Bakery,Cakes,Pudukottai,2016-06-09,South,2137.000,0.190,854.800,Tamil Nadu
OD5479,Veronica,Bakery,Biscuits,Pudukottai,2018-11-17,South,521.000,0.150,218.820,Tamil Nadu
OD5480,Willams,Food Grains,Organic Staples,Kanyakumari,2017-03-08,South,2044.000,0.190,735.840,Tamil Nadu
OD5481,Komal,Oil & Masala,Masalas,Krishnagiri,2018-06-03,South,1104.000,0.310,309.120,Tamil Nadu
OD5482,Mathew,Snacks,Chocolates,Chennai,2015-02-02,South,612.000,0.160,153.000,Tamil Nadu
OD5483,Amrish,Food Grains,Rice,Tenkasi,2016-12-21,South,1549.000,0.250,480.190,Tamil Nadu
OD5484,Hussain,Snacks,Cookies,Virudhunagar,2017-08-15,South,1257.000,0.110,75.420,Tamil Nadu
OD5485,Sudha,Oil & Masala,Masalas,Madurai,2018-11-04,South,1976.000,0.290,197.600,Tamil Nadu
OD5486,Ganesh,"Eggs, Meat & Fish",Chicken,Madurai,2015-09-09,South,1379.000,0.240,193.060,Tamil Nadu
OD5487,Hussain,"Eggs, Meat & Fish",Mutton,Krishnagiri,2018-12-04,South,2208.000,0.100,794.880,Tamil Nadu
OD5488,Hafiz,Food Grains,Atta & Flour,Vellore,2015-09-19,South,1130.000,0.350,406.800,Tamil Nadu
OD5489,Hussain,Food Grains,Organic Staples,Nagercoil,2017-09-29,West,2332.000,0.330,559.680,Tamil Nadu
OD5490,Peer,"Eggs, Meat & Fish",Fish,Virudhunagar,2017-02-22,West,795.000,0.290,302.100,Tamil Nadu
OD5491,Kumar,Fruits & Veggies,Fresh Fruits,Tenkasi,2015-11-10,West,2337.000,0.210,140.220,Tamil Nadu
OD5492,Roshan,Fruits & Veggies,Organic Fruits,Tirunelveli,2015-08-05,West,2125.000,0.320,595.000,Tamil Nadu
OD5493,Ramesh,Oil & Masala,Spices,Madurai,2018-09-01,West,1045.000,0.350,83.600,Tamil Nadu
OD5494,Aditi,Fruits & Veggies,Organic Vegetables,Kanyakumari,2018-08-12,West,2480.000,0.230,694.400,Tamil Nadu
OD5495,Krithika,Oil & Masala,Spices,Krishnagiri,2017-12-18,West,1952.000,0.160,624.640,Tamil Nadu
OD5496,Amy,Fruits & Veggies,Organic Fruits,Vellore,2016-11-08,West,1431.000,0.280,472.230,Tamil Nadu
OD5497,Vidya,Fruits & Veggies,Organic Vegetables,Madurai,2018-07-08,West,1438.000,0.350,186.940,Tamil Nadu
OD5498,Ram,Bakery,Cakes,Cumbum,2016-10-12,West,1791.000,0.140,680.580,Tamil Nadu
OD5499,Harish,Fruits & Veggies,Organic Vegetables,Ramanadhapuram,2017-09-02,West,1491.000,0.260,357.840,Tamil Nadu
OD5500,Roshan,Bakery,Biscuits,Tenkasi,2016-12-19,West,1624.000,0.260,617.120,Tamil Nadu
OD5501,Sundar,"Eggs, Meat & Fish",Mutton,Madurai,2015-05-13,West,1705.000,0.220,119.350,Tamil Nadu
OD5502,Vince,Food Grains,Organic Staples,Karur,2017-11-09,West,1082.000,0.320,194.760,Tamil Nadu
OD5503,Kumar,Fruits & Veggies,Fresh Fruits,Karur,2017-12-18,West,919.000,0.130,330.840,Tamil Nadu
OD5504,Hussain,Beverages,Health Drinks,Salem,2015-05-16,West,582.000,0.180,197.880,Tamil Nadu
OD5505,Sundar,Oil & Masala,Masalas,Dindigul,2016-04-17,West,2064.000,0.150,123.840,Tamil Nadu
OD5506,Aditi,Bakery,Cakes,Kanyakumari,2018-07-14,West,1883.000,0.260,508.410,Tamil Nadu
OD5507,Hafiz,Fruits & Veggies,Fresh Fruits,Coimbatore,2015-07-26,West,959.000,0.150,76.720,Tamil Nadu
OD5508,Adavan,Oil & Masala,Spices,Virudhunagar,2018-09-18,West,1085.000,0.320,97.650,Tamil Nadu
OD5509,Ganesh,Fruits & Veggies,Organic Fruits,Kanyakumari,2017-06-11,West,839.000,0.310,318.820,Tamil Nadu
OD5510,Mathew,"Eggs, Meat & Fish",Eggs,Bodi,2018-07-29,West,1135.000,0.290,295.100,Tamil Nadu
OD5511,Sundar,"Eggs, Meat & Fish",Chicken,Kanyakumari,2016-04-13,West,2078.000,0.320,706.520,Tamil Nadu
OD5512,Anu,Bakery,Cakes,Dindigul,2016-07-18,West,2239.000,0.130,470.190,Tamil Nadu
OD5513,Haseena,Beverages,Health Drinks,Salem,2018-10-14,West,1088.000,0.310,402.560,Tamil Nadu
OD5514,Peer,Fruits & Veggies,Fresh Vegetables,Nagercoil,2015-03-25,West,2264.000,0.340,543.360,Tamil Nadu
OD5515,Krithika,"Eggs, Meat & Fish",Fish,Ooty,2018-11-07,West,1629.000,0.120,537.570,Tamil Nadu
OD5516,Harish,Beverages,Soft Drinks,Karur,2018-08-07,West,648.000,0.310,77.760,Tamil Nadu
OD5517,Surya,Beverages,Health Drinks,Ramanadhapuram,2018-02-13,West,990.000,0.200,445.500,Tamil Nadu
OD5518,Amrish,Beverages,Soft Drinks,Dharmapuri,2017-11-05,West,1354.000,0.200,541.600,Tamil Nadu
OD5519,Yusuf,Snacks,Chocolates,Trichy,2018-04-11,West,1169.000,0.150,409.150,Tamil Nadu
OD5520,Kumar,Food Grains,Atta & Flour,Vellore,2017-11-18,West,1252.000,0.140,112.680,Tamil Nadu
OD5521,Jonas,Snacks,Chocolates,Chennai,2018-08-12,West,883.000,0.240,114.790,Tamil Nadu
OD5522,Jonas,Bakery,Biscuits,Cumbum,2017-12-10,West,1545.000,0.350,247.200,Tamil Nadu
OD5523,Amrish,Bakery,Breads & Buns,Ramanadhapuram,2017-05-12,West,1938.000,0.270,368.220,Tamil Nadu
OD5524,Ram,Oil & Masala,Spices,Kanyakumari,2015-04-11,West,1455.000,0.320,276.450,Tamil Nadu
OD5525,Mathew,Snacks,Noodles,Dharmapuri,2017-05-28,West,2259.000,0.230,225.900,Tamil Nadu
OD5526,Kumar,Snacks,Noodles,Dharmapuri,2018-11-10,West,1485.000,0.250,668.250,Tamil Nadu
OD5527,Suresh,Bakery,Cakes,Perambalur,2018-03-03,West,1841.000,0.270,589.120,Tamil Nadu
OD5528,Komal,Food Grains,Rice,Trichy,2018-10-07,West,1091.000,0.270,403.670,Tamil Nadu
OD5529,Amy,Snacks,Noodles,Kanyakumari,2015-08-31,West,886.000,0.100,380.980,Tamil Nadu
OD5530,Amy,Bakery,Cakes,Dharmapuri,2018-04-17,West,771.000,0.110,177.330,Tamil Nadu
OD5531,Sheeba,"Eggs, Meat & Fish",Fish,Ooty,2015-03-14,West,1414.000,0.100,254.520,Tamil Nadu
OD5532,Arvind,Food Grains,Rice,Namakkal,2018-11-24,West,1825.000,0.290,237.250,Tamil Nadu
OD5533,Sudha,Fruits & Veggies,Organic Fruits,Cumbum,2018-11-21,West,2412.000,0.130,964.800,Tamil Nadu
OD5534,Arutra,Oil & Masala,Edible Oil & Ghee,Virudhunagar,2017-07-18,West,2367.000,0.270,284.040,Tamil Nadu
OD5535,Sabeela,Bakery,Cakes,Vellore,2018-09-04,West,1576.000,0.300,677.680,Tamil Nadu
OD5536,Hafiz,Bakery,Breads & Buns,Nagercoil,2015-10-09,West,1463.000,0.170,526.680,Tamil Nadu
OD5537,Yusuf,Fruits & Veggies,Fresh Fruits,Bodi,2017-07-08,West,1460.000,0.270,481.800,Tamil Nadu
OD5538,Surya,Food Grains,Dals & Pulses,Madurai,2017-12-06,West,1126.000,0.260,157.640,Tamil Nadu
OD5539,Verma,"Eggs, Meat & Fish",Fish,Tirunelveli,2017-11-12,West,2159.000,0.210,194.310,Tamil Nadu
OD5540,Muneer,"Eggs, Meat & Fish",Eggs,Krishnagiri,2016-08-17,West,2306.000,0.180,784.040,Tamil Nadu
OD5541,Vinne,"Eggs, Meat & Fish",Eggs,Coimbatore,2018-09-19,West,1001.000,0.180,400.400,Tamil Nadu
OD5542,Vidya,Snacks,Chocolates,Vellore,2018-09-23,West,2378.000,0.110,428.040,Tamil Nadu
OD5543,Jonas,Oil & Masala,Masalas,Viluppuram,2018-03-09,West,1927.000,0.300,616.640,Tamil Nadu
OD5544,Veronica,Oil & Masala,Spices,Cumbum,2016-03-06,West,1927.000,0.110,501.020,Tamil Nadu
OD5545,Ram,Snacks,Cookies,Tenkasi,2017-05-28,West,2196.000,0.120,241.560,Tamil Nadu
OD5546,Shah,Fruits & Veggies,Fresh Vegetables,Krishnagiri,2015-09-29,West,1879.000,0.220,563.700,Tamil Nadu
OD5547,Veronica,Snacks,Cookies,Ooty,2017-11-04,West,767.000,0.150,168.740,Tamil Nadu
OD5548,Ridhesh,Oil & Masala,Spices,Perambalur,2016-08-02,West,2357.000,0.230,872.090,Tamil Nadu
OD5549,Hussain,Oil & Masala,Spices,Chennai,2018-09-19,West,1238.000,0.120,247.600,Tamil Nadu
OD5550,Vince,Beverages,Health Drinks,Tirunelveli,2016-12-24,West,1307.000,0.290,287.540,Tamil Nadu
OD5551,Willams,Oil & Masala,Masalas,Namakkal,2018-09-02,West,1863.000,0.290,577.530,Tamil Nadu
OD5552,Sundar,Fruits & Veggies,Organic Fruits,Ramanadhapuram,2018-02-26,West,800.000,0.200,88.000,Tamil Nadu
OD5553,Verma,"Eggs, Meat & Fish",Mutton,Madurai,2016-06-23,West,1094.000,0.290,382.900,Tamil Nadu
OD5554,Ramesh,"Eggs, Meat & Fish",Chicken,Vellore,2016-12-06,West,1378.000,0.100,537.420,Tamil Nadu
OD5555,Roshan,Bakery,Breads & Buns,Coimbatore,2015-09-21,West,2150.000,0.210,150.500,Tamil Nadu
OD5556,Sabeela,Snacks,Chocolates,Bodi,2015-11-29,West,2432.000,0.100,608.000,Tamil Nadu
OD5557,Sudha,Fruits & Veggies,Organic Vegetables,Bodi,2018-10-30,West,2053.000,0.330,554.310,Tamil Nadu
OD5558,Amrish,Beverages,Health Drinks,Viluppuram,2015-11-02,West,1215.000,0.180,267.300,Tamil Nadu
OD5559,Sheeba,Fruits & Veggies,Fresh Fruits,Krishnagiri,2017-09-18,West,1320.000,0.290,580.800,Tamil Nadu
OD5560,Muneer,Fruits & Veggies,Organic Vegetables,Salem,2016-05-12,West,1778.000,0.270,693.420,Tamil Nadu
OD5561,James,"Eggs, Meat & Fish",Fish,Tenkasi,2015-04-11,West,1559.000,0.170,498.880,Tamil Nadu
OD5562,Malik,Oil & Masala,Edible Oil & Ghee,Coimbatore,2015-07-26,West,1026.000,0.310,348.840,Tamil Nadu
OD5563,Ram,Food Grains,Organic Staples,Trichy,2017-09-27,West,1759.000,0.310,422.160,Tamil Nadu
OD5564,Surya,"Eggs, Meat & Fish",Chicken,Vellore,2016-10-18,West,2034.000,0.150,711.900,Tamil Nadu
OD5565,Sundar,Bakery,Biscuits,Bodi,2015-08-08,West,2084.000,0.270,166.720,Tamil Nadu
OD5566,Mathew,Beverages,Health Drinks,Tirunelveli,2017-09-25,West,1017.000,0.240,355.950,Tamil Nadu
OD5567,Amrish,Beverages,Health Drinks,Ooty,2016-01-30,West,1296.000,0.230,259.200,Tamil Nadu
OD5568,Yadav,Bakery,Cakes,Perambalur,2016-04-02,West,2295.000,0.110,780.300,Tamil Nadu
OD5569,Mathew,"Eggs, Meat & Fish",Fish,Coimbatore,2017-05-26,West,2318.000,0.140,301.340,Tamil Nadu
OD5570,Jonas,Snacks,Chocolates,Chennai,2017-08-23,West,513.000,0.350,87.210,Tamil Nadu
OD5571,Ganesh,Food Grains,Rice,Virudhunagar,2017-12-31,West,2159.000,0.270,928.370,Tamil Nadu
OD5572,Ram,Bakery,Biscuits,Nagercoil,2018-12-15,West,1919.000,0.230,95.950,Tamil Nadu
OD5573,Veena,Snacks,Chocolates,Cumbum,2016-06-23,West,893.000,0.310,348.270,Tamil Nadu
OD5574,Suresh,"Eggs, Meat & Fish",Mutton,Dindigul,2017-08-15,West,522.000,0.180,182.700,Tamil Nadu
OD5575,Hafiz,Oil & Masala,Edible Oil & Ghee,Vellore,2016-04-22,West,855.000,0.340,136.800,Tamil Nadu
OD5576,Akash,Fruits & Veggies,Organic Fruits,Dharmapuri,2017-06-09,West,2311.000,0.280,323.540,Tamil Nadu
OD5577,Sharon,Snacks,Noodles,Vellore,2018-01-20,West,1206.000,0.170,144.720,Tamil Nadu
OD5578,Veena,Snacks,Cookies,Karur,2016-08-28,West,1938.000,0.140,542.640,Tamil Nadu
OD5579,Vinne,Food Grains,Organic Staples,Dharmapuri,2016-12-30,West,2194.000,0.330,504.620,Tamil Nadu
OD5580,Sundar,"Eggs, Meat & Fish",Fish,Tenkasi,2018-12-29,West,1575.000,0.350,504.000,Tamil Nadu
OD5581,Yusuf,Food Grains,Organic Staples,Pudukottai,2015-11-08,West,2021.000,0.320,727.560,Tamil Nadu
OD5582,Ram,Snacks,Noodles,Cumbum,2017-07-14,West,1560.000,0.320,140.400,Tamil Nadu
OD5583,Veena,Snacks,Cookies,Tenkasi,2018-01-20,West,2392.000,0.190,765.440,Tamil Nadu
OD5584,Alan,Bakery,Cakes,Namakkal,2018-08-07,West,2398.000,0.240,407.660,Tamil Nadu
OD5585,Sudeep,Food Grains,Atta & Flour,Trichy,2018-07-14,West,1063.000,0.340,457.090,Tamil Nadu
OD5586,Vinne,Fruits & Veggies,Organic Fruits,Theni,2017-08-28,West,2305.000,0.350,645.400,Tamil Nadu
OD5587,Alan,Food Grains,Organic Staples,Cumbum,2015-11-01,West,1709.000,0.350,683.600,Tamil Nadu
OD5588,Muneer,Snacks,Chocolates,Kanyakumari,2015-12-08,West,2474.000,0.200,841.160,Tamil Nadu
OD5589,Jonas,Beverages,Soft Drinks,Tenkasi,2018-06-10,West,799.000,0.150,287.640,Tamil Nadu
OD5590,Muneer,Fruits & Veggies,Fresh Vegetables,Ramanadhapuram,2017-12-06,West,533.000,0.230,186.550,Tamil Nadu
OD5591,Veronica,Fruits & Veggies,Fresh Fruits,Tenkasi,2015-11-30,West,1236.000,0.340,395.520,Tamil Nadu
OD5592,Jonas,Bakery,Breads & Buns,Madurai,2016-08-17,West,1450.000,0.340,522.000,Tamil Nadu
